Region,Genre,Platform,Game,Sales (million),Year
NA,Action,PS2,Tenchu: Wrath of Heaven,0.44,2003.0
NA,Action,PS2,Shadow of the Colossus,0.78,2005.0
NA,Action,PS2,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",0.63,2007.0
NA,Action,PS2,The Godfather,0.89,2006.0
NA,Action,PS2,Hulk,0.52,2003.0
NA,Action,PS2,Harry Potter and the Prisoner of Azkaban,0.5,2004.0
NA,Action,PS2,Dynasty Warriors 3: Xtreme Legends,0.13,2002.0
NA,Action,PS2,The Bouncer,0.3,2000.0
NA,Action,PS2,Grand Theft Auto: Vice City Stories,0.78,2007.0
NA,Action,PS2,Tom Clancy's Splinter Cell: Chaos Theory,0.36,2005.0
NA,Action,PS2,Castlevania: Lament of Innocence,0.46,2003.0
NA,Action,PS2,Bully,0.75,2006.0
NA,Action,PS2,Teenage Mutant Ninja Turtles,0.45,2003.0
NA,Action,PS2,NBA 2K6,0.43,2005.0
NA,Action,PS2,Warriors Orochi,0.11,2007.0
NA,Action,PS2,Dynasty Warriors 4: Xtreme Legends,0.17,2003.0
NA,Action,PS2,Ratatouille,0.31,2007.0
NA,Action,PS2,Ben 10: Protector of Earth,0.09,2007.0
NA,Action,PS2,Dynasty Warriors 2,0.24,2000.0
NA,Action,PS2,Yakuza,0.03,2005.0
NA,Action,PS2,Mercenaries: Playground of Destruction,0.64,2005.0
NA,Action,PS2,True Crime: New York City,0.57,2005.0
NA,Action,PS2,Shark Tale,0.37,2004.0
NA,Action,PS2,Ultimate Spider-Man,0.6,2005.0
NA,Action,PS2,Silent Hill 3,0.35,2003.0
NA,Action,PS2,Power Rangers: Dino Thunder,0.35,2004.0
NA,Action,PS2,Mafia,0.34,2004.0
NA,Action,PS2,Mortal Kombat: Shaolin Monks,0.58,2005.0
NA,Action,PS2,Prince of Persia: The Two Thrones,0.57,2005.0
NA,Action,PS2,Kung Fu Panda,0.24,2008.0
NA,Action,PS2,Harry Potter and the Goblet of Fire,0.54,2005.0
NA,Action,PS2,Harry Potter and the Half-Blood Prince,0.13,2009.0
NA,Action,PS2,Onimusha: Dawn of Dreams,0.15,2006.0
NA,Action,PS2,Okami,0.11,2006.0
NA,Action,PS2,Samurai Warriors 2,0.02,2006.0
NA,Action,PS2,Jaws Unleashed,0.5,2006.0
NA,Action,PS2,Silent Hill: Shattered Memories,0.13,2010.0
NA,Action,PS2,Mega Man X7,0.22,2003.0
NA,Action,PS2,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.29,2008.0
NA,Action,PS2,Terminator 3: Rise of the Machines,0.28,2003.0
NA,Action,PS2,Naruto: Uzumaki Chronicles 2,0.28,2006.0
NA,Action,PS2,Ben 10: Alien Force,0.22,2008.0
NA,Action,PS2,Dynasty Warriors 5: Xtreme Legends,0.11,2005.0
NA,Action,PS2,Resident Evil Outbreak File #2,0.19,2004.0
NA,Action,PS2,Manhunt 2,0.27,2007.0
NA,Action,PS2,Batman Begins,0.27,2005.0
NA,Action,PS2,Soul Reaver 2,0.27,2001.0
NA,Action,PS2,Metal Gear Solid 3: Subsistence,0.34,2005.0
NA,Action,PS2,Extermination,0.21,2001.0
NA,Action,PS2,Iron Man,0.36,2008.0
NA,Action,PS2,The Incredible Hulk: Ultimate Destruction,0.26,2005.0
NA,Action,PS2,Legacy of Kain: Defiance,0.26,2003.0
NA,Action,PS2,Oni,0.26,2001.0
NA,Action,PS2,The Warriors,0.44,2005.0
NA,Action,PS2,The Golden Compass,0.13,2007.0
NA,Action,PS2,Metal Gear Solid 2: Substance,0.18,2002.0
NA,Action,PS2,Tomb Raider: Legend,0.25,2006.0
NA,Action,PS2,The Punisher,0.25,2005.0
NA,Action,PS2,Way of the Samurai,0.13,2002.0
NA,Action,PS2,Silent Hill 4: The Room,0.25,2004.0
NA,Action,PS2,The Mummy Returns,0.25,2001.0
NA,Action,PS2,Hitman: Blood Money,0.25,2006.0
NA,Action,PS2,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.24,2004.0
NA,Action,PS2,Shrek SuperSlam,0.24,2005.0
NA,Action,PS2,Tomb Raider: Anniversary,0.41,2007.0
NA,Action,PS2,Fantastic 4,0.41,2005.0
NA,Action,PS2,The Matrix: Path of Neo,0.41,2005.0
NA,Action,PS2,Shrek the Third,0.4,2007.0
NA,Action,PS2,Destroy All Humans! 2,0.4,2006.0
NA,Action,PS2,Up,0.19,2009.0
NA,Action,PS2,The Godfather (JP sales),0.39,2006.0
NA,Action,PS2,ICO,0.23,2001.0
NA,Action,PS2,Rygar: The Legendary Adventure,0.2,2002.0
NA,Action,PS2,The Mark of Kri,0.22,2002.0
NA,Action,PS2,The Powerpuff Girls: Relish Rampage,0.22,2002.0
NA,Action,PS2,Sphinx and the Cursed Mummy,0.22,2003.0
NA,Action,PS2,Samurai Warriors: Xtreme Legends,0.04,2004.0
NA,Action,PS2,Scooby-Doo! Mystery Mayhem,0.22,2004.0
NA,Action,PS2,Teenage Mutant Ninja Turtles 2: Battle Nexus,0.22,2004.0
NA,Action,PS2,Van Helsing,0.22,2004.0
NA,Action,PS2,Spawn: Armageddon,0.22,2003.0
NA,Action,PS2,Mobile Suit Gundam: One Year War,0.0,2005.0
NA,Action,PS2,SpongeBob's Atlantis SquarePantis,0.36,2007.0
NA,Action,PS2,Primal,0.21,2003.0
NA,Action,PS2,007: Quantum of Solace,0.17,2008.0
NA,Action,PS2,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.36,2005.0
NA,Action,PS2,Bionicle,0.21,2003.0
NA,Action,PS2,Ghostbusters: The Video Game,0.15,2009.0
NA,Action,PS2,Hunter: The Reckoning  Wayward,0.21,2003.0
NA,Action,PS2,Bakugan: Battle Brawlers,0.21,2009.0
NA,Action,PS2,Avatar: The Last Airbender - The Burning Earth,0.21,2007.0
NA,Action,PS2,Superman: Shadow of Apokolips,0.21,2002.0
NA,Action,PS2,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.21,2003.0
NA,Action,PS2,Castlevania: Curse of Darkness,0.18,2005.0
NA,Action,PS2,Pirates of the Caribbean: At World's End,0.2,2007.0
NA,Action,PS2,The Suffering,0.2,2004.0
NA,Action,PS2,Crash of the Titans,0.34,2007.0
NA,Action,PS2,X-Men: The Official Game,0.2,2006.0
NA,Action,PS2,The Terminator: Dawn of Fate,0.2,2002.0
NA,Action,PS2,NBA 2K11,0.34,2010.0
NA,Action,PS2,From Russia With Love,0.34,2005.0
NA,Action,PS2,Minority Report: Everybody Runs,0.2,2002.0
NA,Action,PS2,Warriors Orochi 2 (JP sales),0.0,2008.0
NA,Action,PS2,The Chronicles of Narnia: Prince Caspian,0.2,2008.0
NA,Action,PS2,Fantastic Four: Rise of the Silver Surfer,0.19,2007.0
NA,Action,PS2,Blood Omen 2,0.19,2002.0
NA,Action,PS2,Evil Dead: Fistfull of Boomstick,0.19,2003.0
NA,Action,PS2,Looney Tunes: Acme Arsenal,0.19,2007.0
NA,Action,PS2,Headhunter,0.19,2002.0
NA,Action,PS2,The Incredible Hulk,0.32,2008.0
NA,Action,PS2,Madagascar: Escape 2 Africa,0.12,2008.0
NA,Action,PS2,Rampage: Total Destruction,0.18,2006.0
NA,Action,PS2,Spider-Man: Friend or Foe,0.31,2007.0
NA,Action,PS2,Robots,0.18,2005.0
NA,Action,PS2,The Incredibles: Rise of the Underminer,0.18,2005.0
NA,Action,PS2,Batman: Rise of Sin Tzu,0.17,2003.0
NA,Action,PS2,Resident Evil: Dead Aim,0.17,2003.0
NA,Action,PS2,Dynasty Warriors 5 Empires,0.11,2006.0
NA,Action,PS2,Dynasty Warriors: Gundam 2,0.04,2008.0
NA,Action,PS2,Disney's Treasure Planet,0.16,2002.0
NA,Action,PS2,Scooby-Doo! First Frights,0.14,2009.0
NA,Action,PS2,Way of the Samurai 2,0.05,2003.0
NA,Action,PS2,Samurai Warriors 2: Xtreme Legends (JP sales),0.0,2007.0
NA,Action,PS2,Nicktoons: Movin',0.16,2004.0
NA,Action,PS2,"Go, Diego, Go!: Great Dinosaur Rescue",0.16,2008.0
NA,Action,PS2,Dynasty Warriors 4 Empires,0.0,2004.0
NA,Action,PS2,Blade II,0.15,2002.0
NA,Action,PS2,Disney's Stitch: Experiment 626,0.15,2002.0
NA,Action,PS2,Chaos Legion,0.15,2003.0
NA,Action,PS2,Ben 10 Alien Force: Vilgax Attacks,0.11,2009.0
NA,Action,PS2,Viewtiful Joe,0.14,2004.0
NA,Action,PS2,Harry Potter and the Sorcerer's Stone,0.14,2003.0
NA,Action,PS2,Jackass the Game,0.14,2007.0
NA,Action,PS2,Hannah Montana: Spotlight World Tour,0.12,2008.0
NA,Action,PS2,Dynasty Warriors: Gundam,0.0,2008.0
NA,Action,PS2,Indiana Jones and the Staff of Kings,0.11,2009.0
NA,Action,PS2,Tak and the Guardians of Gross,0.14,2008.0
NA,Action,PS2,Rocky: Legends,0.13,2004.0
NA,Action,PS2,G-Force,0.12,2009.0
NA,Action,PS2,Shadow of Rome,0.13,2005.0
NA,Action,PS2,Harry Potter and the Order of the Phoenix,0.13,2007.0
NA,Action,PS2,Scooby-Doo! and the Spooky Swamp,0.08,2010.0
NA,Action,PS2,And1 Streetball,0.13,2006.0
NA,Action,PS2,Rune: Viking Warlord,0.13,2001.0
NA,Action,PS2,Sengoku Basara 2,0.0,2006.0
NA,Action,PS2,Teen Titans,0.12,2006.0
NA,Action,PS2,Star Wars The Clone Wars: Republic Heroes,0.17,2009.0
NA,Action,PS2,Dynasty Warriors 6 (JP sales),0.0,2008.0
NA,Action,PS2,The Mummy: Tomb of the Dragon Emperor,0.12,2008.0
NA,Action,PS2,Devil Kings,0.03,2005.0
NA,Action,PS2,Dynasty Warriors 6,0.12,2008.0
NA,Action,PS2,Ratchet & Clank: Going Commando (JP weekly sales),0.0,2003.0
NA,Action,PS2,Mobile Suit Gundam: Climax U.C.,0.0,2006.0
NA,Action,PS2,The Scorpion King: Rise of the Akkadian,0.11,2002.0
NA,Action,PS2,Genji: Dawn of the Samurai,0.11,2005.0
NA,Action,PS2,Bratz: Girlz Really Rock,0.11,2008.0
NA,Action,PS2,Rogue Ops,0.11,2003.0
NA,Action,PS2,Legion: The Legend of Excalibur,0.11,2002.0
NA,Action,PS2,Spartan: Total Warrior,0.11,2005.0
NA,Action,PS2,Mobile Suit Gundam Seed,0.0,2003.0
NA,Action,PS2,Disaster Report,0.03,2002.0
NA,Action,PS2,Viewtiful Joe 2,0.1,2004.0
NA,Action,PS2,Deus Ex: The Conspiracy,0.1,2002.0
NA,Action,PS2,Spider-Man: Web of Shadows,0.1,2008.0
NA,Action,PS2,Project: Snowblind,0.1,2005.0
NA,Action,PS2,Evil Dead: Regeneration,0.1,2005.0
NA,Action,PS2,Sengoku Basara 2 Heroes,0.0,2007.0
NA,Action,PS2,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.1,2005.0
NA,Action,PS2,Forgotten Realms: Demon Stone,0.1,2004.0
NA,Action,PS2,Predator: Concrete Jungle,0.1,2005.0
NA,Action,PS2,The Great Escape,0.1,2003.0
NA,Action,PS2,Tenchu: Fatal Shadows,0.09,2004.0
NA,Action,PS2,Monsters vs. Aliens,0.11,2009.0
NA,Action,PS2,Rise of the Kasai,0.09,2005.0
NA,Action,PS2,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.09,2005.0
NA,Action,PS2,Samurai Warriors 2: Empires,0.0,2006.0
NA,Action,PS2,Buffy the Vampire Slayer: Chaos Bleeds,0.09,2003.0
NA,Action,PS2,X-Men Origins: Wolverine,0.13,2009.0
NA,Action,PS2,Fireblade,0.09,2002.0
NA,Action,PS2,Mobile Suit Gundam Seed Destiny: Generation of C.E.,0.0,2005.0
NA,Action,PS2,Tomb Raider: Underworld,0.09,2009.0
NA,Action,PS2,The Suffering: Ties That Bind,0.09,2005.0
NA,Action,PS2,Ice Age: Dawn of the Dinosaurs,0.08,2009.0
NA,Action,PS2,World Destruction League: Thunder Tanks,0.08,2000.0
NA,Action,PS2,RoadKill,0.08,2003.0
NA,Action,PS2,James Cameron's Dark Angel,0.08,-1.0
NA,Action,PS2,Catwoman,0.08,2004.0
NA,Action,PS2,Garfield: Lasagna World Tour,0.08,2007.0
NA,Action,PS2,Beat Down: Fists of Vengeance,0.04,2005.0
NA,Action,PS2,Fatal Frame II: Crimson Butterfly,0.08,2003.0
NA,Action,PS2,The Secret Saturdays: Beasts of the 5th Sun,0.05,2009.0
NA,Action,PS2,Power Rangers: Super Legends,0.07,2007.0
NA,Action,PS2,Fatal Frame,0.07,2001.0
NA,Action,PS2,G.I. Joe: The Rise of Cobra,0.11,2009.0
NA,Action,PS2,Fur Fighters: Viggo's Revenge,0.07,2001.0
NA,Action,PS2,The Da Vinci Code,0.07,2006.0
NA,Action,PS2,Onimusha Essentials,0.07,2008.0
NA,Action,PS2,King Arthur,0.07,2004.0
NA,Action,PS2,Rurouni Kenshin: Enjou! Kyoto Rinne,0.0,2006.0
NA,Action,PS2,Army Men: Green Rogue,0.06,2001.0
NA,Action,PS2,"Crouching Tiger, Hidden Dragon",0.06,2003.0
NA,Action,PS2,Warriors Orochi 2,0.06,2008.0
NA,Action,PS2,Curious George,0.06,2006.0
NA,Action,PS2,Gladiator: Sword of Vengeance,0.06,2003.0
NA,Action,PS2,Nightshade,0.06,2003.0
NA,Action,PS2,Coraline,0.06,2009.0
NA,Action,PS2,Cold Fear,0.06,2005.0
NA,Action,PS2,Astro Boy: The Video Game,0.05,2009.0
NA,Action,PS2,Alias,0.05,2004.0
NA,Action,PS2,Constantine,0.05,2005.0
NA,Action,PS2,Hitman Trilogy,0.05,2007.0
NA,Action,PS2,Death By Degrees,0.05,2005.0
NA,Action,PS2,Bee Movie Game,0.05,2007.0
NA,Action,PS2,EyeToy: Operation Spy,0.05,2005.0
NA,Action,PS2,Barnyard,0.05,2006.0
NA,Action,PS2,Island Xtreme Stunts,0.04,2002.0
NA,Action,PS2,Demon Chaos,0.0,-1.0
NA,Action,PS2,Project Eden,0.04,2001.0
NA,Action,PS2,Ghosthunter,0.04,2003.0
NA,Action,PS2,Seven: Molmorth no Kiheitai,0.0,2000.0
NA,Action,PS2,Kenka Banchou 2: Full Throttle,0.0,2007.0
NA,Action,PS2,Samurai Warriors 2: Xtreme Legends,0.04,2007.0
NA,Action,PS2,Killer7,0.04,2005.0
NA,Action,PS2,Astro Boy,0.04,2004.0
NA,Action,PS2,Forbidden Siren 2,0.0,2006.0
NA,Action,PS2,Fatal Frame III: The Tormented,0.04,2005.0
NA,Action,PS2,Seven Samurai 20XX,0.04,2004.0
NA,Action,PS2,Samurai Western,0.04,2004.0
NA,Action,PS2,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,0.0,2007.0
NA,Action,PS2,Urban Reign,0.04,2005.0
NA,Action,PS2,Sky Gunner,0.04,2001.0
NA,Action,PS2,Godai: Elemental Force,0.04,2002.0
NA,Action,PS2,Jumper: Griffin's Story,0.03,2008.0
NA,Action,PS2,Haunting Ground,0.03,2005.0
NA,Action,PS2,Silent Hill: Origins,0.03,2008.0
NA,Action,PS2,McFarlane's Evil Prophecy,0.03,-1.0
NA,Action,PS2,G-Saviour,0.0,2000.0
NA,Action,PS2,Crimson Sea 2,0.03,2004.0
NA,Action,PS2,Robot Alchemic Drive,0.03,2002.0
NA,Action,PS2,Firefighter F.D.18,0.03,2004.0
NA,Action,PS2,Secret Service: Ultimate Sacrifice,0.03,2008.0
NA,Action,PS2,God Hand,0.0,2006.0
NA,Action,PS2,NanoBreaker,0.03,2005.0
NA,Action,PS2,Mystic Heroes,0.03,2002.0
NA,Action,PS2,Kikou Heidan J-Phoenix,0.0,2001.0
NA,Action,PS2,Mobile Suit Gundam 00: Gundam Meisters,0.0,2008.0
NA,Action,PS2,Metal Gear Solid: Social Ops,0.03,2002.0
NA,Action,PS2,Pro Evolution Soccer 2012,0.0,2011.0
NA,Action,PS2,Trapt,0.03,2005.0
NA,Action,PS2,Raw Danger! (JP sales),0.0,2006.0
NA,Action,PS2,Samurai Jack: The Shadow of Aku,0.03,2004.0
NA,Action,PS2,Kamen Rider Kabuto,0.0,2006.0
NA,Action,PS2,The Lord of the Rings: Aragorn's Quest,0.03,2010.0
NA,Action,PS2,Carmen Sandiego: The Secret of the Stolen Drums,0.03,2004.0
NA,Action,PS2,Final Fight: Streetwise,0.03,2006.0
NA,Action,PS2,Marc Ecko's Getting Up: Contents Under Pressure,0.03,2006.0
NA,Action,PS2,Samurai Champloo: Sidetracked,0.03,2006.0
NA,Action,PS2,JoJo no Kimy? na B?ken Fantomu Buraddo,0.0,2006.0
NA,Action,PS2,Legend of Kay,0.03,2005.0
NA,Action,PS2,Kamiwaza,0.0,2006.0
NA,Action,PS2,Naruto: Uzumaki Chronicles 2 (JP sales),0.0,2006.0
NA,Action,PS2,Rimo-Cocoron,0.0,2001.0
NA,Action,PS2,Spy Fiction,0.02,2003.0
NA,Action,PS2,Red Ninja: End of Honor,0.02,2005.0
NA,Action,PS2,Maken Shao: Demon Sword,0.0,2001.0
NA,Action,PS2,Aeon Flux,0.02,2005.0
NA,Action,PS2,Kikou Heidan J-Phoenix 2,0.0,2003.0
NA,Action,PS2,Go Diego Go!: Safari Rescue,0.02,2008.0
NA,Action,PS2,Headhunter: Redemption,0.02,2004.0
NA,Action,PS2,Stolen,0.02,2005.0
NA,Action,PS2,Cy Girls,0.02,2004.0
NA,Action,PS2,Asterix & Obelix: Kick Buttix,0.02,2004.0
NA,Action,PS2,Battle Assault 3 featuring Gundam Seed,0.02,2004.0
NA,Action,PS2,Raw Danger!,0.02,2006.0
NA,Action,PS2,Dance Factory,0.02,2006.0
NA,Action,PS2,Under the Skin,0.01,2004.0
NA,Action,PS2,Evangelion: Jo,0.0,2009.0
NA,Action,PS2,Big Idea's VeggieTales: LarryBoy and the Bad Apple,0.01,2006.0
NA,Action,PS2,Rule of Rose,0.01,2006.0
NA,Action,PS2,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,0.0,2002.0
NA,Action,PS2,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,0.0,2010.0
NA,Action,PS2,Uchuu Keiji Tamashii: The Space Sheriff Spirits,0.0,2006.0
NA,Action,PS2,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,0.0,2007.0
NA,Action,PS2,Sega Ages 2500 Series Vol. 26: Dynamite Deka,0.0,2006.0
NA,Action,PS2,Katekyoo Hitman Reborn! Kindan no Yami no Delta,0.0,2008.0
NA,Action,PS2,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,0.0,2006.0
NA,Action,PS2,Zombie Hunters 2,0.0,2006.0
NA,Action,PS2,Busou Renkin: Youkoso Papillon Park e,0.0,2007.0
NA,Action,PS2,Just Cause,0.01,2006.0
NA,Action,PS2,Black Cat,0.0,2006.0
NA,Action,PS3,Grand Theft Auto V,7.01,2013.0
NA,Action,PS3,Grand Theft Auto IV,4.76,2008.0
NA,Action,PS3,FIFA Soccer 13,1.06,2012.0
NA,Action,PS3,Uncharted 3: Drake's Deception,2.77,2011.0
NA,Action,PS3,Uncharted 2: Among Thieves,3.27,2009.0
NA,Action,PS3,Red Dead Redemption,2.79,2010.0
NA,Action,PS3,Assassin's Creed III,2.64,2012.0
NA,Action,PS3,Metal Gear Solid 4: Guns of the Patriots,2.63,2008.0
NA,Action,PS3,The Last of Us,2.41,2013.0
NA,Action,PS3,Assassin's Creed II,2.54,2009.0
NA,Action,PS3,Batman: Arkham City,2.7,2011.0
NA,Action,PS3,Resident Evil 5,1.96,2009.0
NA,Action,PS3,Uncharted: Drake's Fortune,2.31,2007.0
NA,Action,PS3,God of War III,2.74,2010.0
NA,Action,PS3,Batman: Arkham Asylum,2.23,2009.0
NA,Action,PS3,Assassin's Creed: Revelations,1.41,2011.0
NA,Action,PS3,Assassin's Creed IV: Black Flag,1.33,2013.0
NA,Action,PS3,inFAMOUS,1.76,2009.0
NA,Action,PS3,Assassin's Creed: Brotherhood,1.87,2010.0
NA,Action,PS3,God of War Collection,1.7,2009.0
NA,Action,PS3,Tomb Raider (2013),0.6,2013.0
NA,Action,PS3,Saints Row: The Third,0.86,2011.0
NA,Action,PS3,Batman: Arkham Origins,1.07,2013.0
NA,Action,PS3,LEGO Star Wars: The Complete Saga,1.02,2007.0
NA,Action,PS3,Dead Island,1.08,2011.0
NA,Action,PS3,God of War: Ascension,1.23,2013.0
NA,Action,PS3,Star Wars: The Force Unleashed,1.01,2008.0
NA,Action,PS3,Pro Evolution Soccer 2012,0.34,2011.0
NA,Action,PS3,Hitman: Absolution,0.59,2012.0
NA,Action,PS3,Ghostbusters: The Video Game (DS Version),0.59,2010.0
NA,Action,PS3,Need for Speed: The Run,0.58,2011.0
NA,Action,PS3,Dead Space,1.05,2008.0
NA,Action,PS3,LEGO Marvel Super Heroes,0.77,2013.0
NA,Action,PS3,Watch Dogs,0.56,2014.0
NA,Action,PS3,inFAMOUS 2,1.05,2011.0
NA,Action,PS3,NBA 2K11,1.41,2010.0
NA,Action,PS3,Just Cause 2,0.45,2010.0
NA,Action,PS3,Saints Row 2,0.88,2008.0
NA,Action,PS3,Heavenly Sword,0.57,2007.0
NA,Action,PS3,Devil May Cry 4,0.58,2008.0
NA,Action,PS3,Dishonored,0.72,2012.0
NA,Action,PS3,Star Wars: The Force Unleashed II,0.8,2010.0
NA,Action,PS3,Mafia II,0.5,2010.0
NA,Action,PS3,Metal Gear Rising: Revengeance,0.45,2013.0
NA,Action,PS3,Medal of Honor: Warfighter,0.47,2012.0
NA,Action,PS3,Far Cry 2,0.43,2008.0
NA,Action,PS3,WWE '13,0.51,2012.0
NA,Action,PS3,Dead Rising 2,0.43,2010.0
NA,Action,PS3,Assassin's Creed: Rogue,0.46,2014.0
NA,Action,PS3,LEGO Harry Potter: Years 1-4,0.55,2010.0
NA,Action,PS3,LEGO Batman: The Videogame,0.72,2008.0
NA,Action,PS3,Crysis 2,0.45,2011.0
NA,Action,PS3,Saints Row IV,0.56,2013.0
NA,Action,PS3,Tomb Raider: Underworld,0.45,2008.0
NA,Action,PS3,[Prototype],0.65,2009.0
NA,Action,PS3,Bayonetta,0.44,2009.0
NA,Action,PS3,LEGO Batman 2: DC Super Heroes,0.5,2012.0
NA,Action,PS3,LEGO Star Wars III: The Clone Wars,0.52,2011.0
NA,Action,PS3,One Piece: Pirate Warriors,0.01,2012.0
NA,Action,PS3,Resident Evil: Operation Raccoon City,0.48,2012.0
NA,Action,PS3,007: Quantum of Solace,0.43,2008.0
NA,Action,PS3,Ninja Gaiden Sigma,0.57,2007.0
NA,Action,PS3,Red Dead Redemption: Undead Nightmare,0.44,2010.0
NA,Action,PS3,Yakuza 3,0.21,2009.0
NA,Action,PS3,Castlevania: Lords of Shadow,0.5,2010.0
NA,Action,PS3,Toy Story 3: The Video Game,0.51,2010.0
NA,Action,PS3,LEGO The Lord of the Rings,0.36,2012.0
NA,Action,PS3,Dante's Inferno,0.64,2010.0
NA,Action,PS3,Skylanders Giants,0.35,2012.0
NA,Action,PS3,Prince of Persia,0.47,2008.0
NA,Action,PS3,Sleeping Dogs,0.31,2012.0
NA,Action,PS3,LEGO Indiana Jones: The Original Adventures,0.44,2008.0
NA,Action,PS3,UFC Undisputed 3,0.55,2012.0
NA,Action,PS3,Disney Infinity 2.0: Marvel Super Heroes,0.44,2014.0
NA,Action,PS3,The LEGO Movie Videogame,0.33,2014.0
NA,Action,PS3,Dead Space 3,0.44,2013.0
NA,Action,PS3,Disney Infinity,0.48,2013.0
NA,Action,PS3,LEGO Pirates of the Caribbean: The Video Game,0.36,2011.0
NA,Action,PS3,Tom Clancy's Splinter Cell: Blacklist,0.34,2013.0
NA,Action,PS3,Pro Evolution Soccer 2014,0.03,2013.0
NA,Action,PS3,Yakuza 4,0.15,2010.0
NA,Action,PS3,LEGO Harry Potter: Years 5-7,0.36,2011.0
NA,Action,PS3,PlayStation All-Stars Battle Royale,0.5,2012.0
NA,Action,PS3,Brutal Legend,0.54,2009.0
NA,Action,PS3,Skylanders: Spyro's Adventure,0.39,2011.0
NA,Action,PS3,The Tomb Raider Trilogy,0.27,2011.0
NA,Action,PS3,LEGO Jurassic World,0.34,2015.0
NA,Action,PS3,Dynasty Warriors 7,0.25,2011.0
NA,Action,PS3,The Evil Within,0.26,2014.0
NA,Action,PS3,Avatar: The Game,0.32,2009.0
NA,Action,PS3,LEGO Indiana Jones 2: The Adventure Continues,0.47,2009.0
NA,Action,PS3,The Simpsons Game,0.38,2007.0
NA,Action,PS3,LittleBigPlanet Karting,0.42,2012.0
NA,Action,PS3,NCAA Football 13,0.82,2012.0
NA,Action,PS3,Darksiders II,0.35,2012.0
NA,Action,PS3,Ghostbusters: The Video Game,0.34,2009.0
NA,Action,PS3,The Lord of the Rings: War in the North,0.25,-1.0
NA,Action,PS3,Ninja Gaiden Sigma 2,0.52,2009.0
NA,Action,PS3,Devil May Cry HD Collection,0.42,2012.0
NA,Action,PS3,Dragon Age II,0.4,2011.0
NA,Action,PS3,The Amazing Spider-Man (Console Version),0.31,2012.0
NA,Action,PS3,DmC: Devil May Cry,0.24,2013.0
NA,Action,PS3,Twisted Metal (2012),0.67,2012.0
NA,Action,PS3,Lego Batman 3: Beyond Gotham,0.33,2014.0
NA,Action,PS3,Resident Evil: Revelations,0.14,2013.0
NA,Action,PS3,God of War Saga,0.72,2012.0
NA,Action,PS3,The Lord of the Rings: Conquest,0.38,2009.0
NA,Action,PS3,Genji: Days of the Blade,0.18,2006.0
NA,Action,PS3,The Godfather II,0.41,2009.0
NA,Action,PS3,[Prototype 2],0.36,2012.0
NA,Action,PS3,X-Men Origins: Wolverine - Uncaged Edition,0.31,2009.0
NA,Action,PS3,Ace Combat: Assault Horizon,0.3,2011.0
NA,Action,PS3,Pirates of the Caribbean: At World's End,0.17,2007.0
NA,Action,PS3,Ratchet & Clank Collection,0.47,2012.0
NA,Action,PS3,Dynasty Warriors 6,0.18,2007.0
NA,Action,PS3,Prince of Persia: The Forgotten Sands,0.19,2010.0
NA,Action,PS3,Book of Spells,0.13,2012.0
NA,Action,PS3,Metal Gear Solid V: The Phantom Pain,0.21,2015.0
NA,Action,PS3,Skylanders: Trap Team,0.24,2014.0
NA,Action,PS3,One Piece: Pirate Warriors 2,0.0,2013.0
NA,Action,PS3,Iron Man,0.32,2008.0
NA,Action,PS3,Turok,0.35,2008.0
NA,Action,PS3,Lollipop Chainsaw,0.26,2012.0
NA,Action,PS3,Fist of the North Star: Ken's Rage,0.06,2010.0
NA,Action,PS3,Sengoku Basara: Samurai Heroes,0.17,2010.0
NA,Action,PS3,Middle-Earth: Shadow of Mordor,0.2,2014.0
NA,Action,PS3,Disney Universe,0.3,2011.0
NA,Action,PS3,Dead Island: Riptide,0.26,2013.0
NA,Action,PS3,Warriors Orochi 3,0.0,2011.0
NA,Action,PS3,Metal Gear Solid V: Ground Zeroes,0.14,2014.0
NA,Action,PS3,Dynasty Warriors 8,0.12,2013.0
NA,Action,PS3,Yakuza 5,0.0,2012.0
NA,Action,PS3,Top Spin 3,0.08,2008.0
NA,Action,PS3,Enslaved: Odyssey to the West,0.24,2010.0
NA,Action,PS3,Tom Clancy's HAWX,0.21,2009.0
NA,Action,PS3,God of War: Origins Collection,0.39,2011.0
NA,Action,PS3,Dynasty Warriors: Gundam 3,0.11,2010.0
NA,Action,PS3,LEGO The Hobbit,0.12,2014.0
NA,Action,PS3,LEGO Dimensions,0.15,2015.0
NA,Action,PS3,Way of the Samurai 3,0.18,2008.0
NA,Action,PS3,Ratatouille,0.09,2007.0
NA,Action,PS3,Kung Fu Panda,0.21,2008.0
NA,Action,PS3,Lair,0.36,2007.0
